,Address,Cars,Bluecar counter,Utilib counter,Utilib 1.4 counter,Charge Slots,Charging Status,City,ID,Kind,Postal code,Rental status,Slots,Station type,Status,Subscription status,Date,Time
1491,16 Rue du Faubourg Saint-Antoine,0,0,0,0,0,broken,Paris,paris-saintantoine-16,STATION,75012,broken,0,station,closed,nonexistent,2018-04-05 00:00:00,2020-05-29 15:12:00
1492,6 avenue du Mesnil,1,1,0,0,0,nonexistent,Saint-Maur,saintmaur-mesnil-6,STATION,94100,operational,3,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 06:39:00
1493,128 avenue de la RÃ©publique,4,4,0,1,0,operational,Paris,paris-republique-128,STATION,75011,operational,0,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 09:19:00
1494,2 Avenue de Taillebourg,4,4,0,0,0,operational,Paris,paris-taillebourg-2,STATION,75011,operational,0,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 10:37:00
1495,21 rue Miollis,3,3,0,0,1,operational,Paris,paris-miollis-21,STATION,75015,operational,2,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 01:01:00
1496,35 Rue Louis Blanc,0,0,0,0,0,nonexistent,Saint-Ouen,saintouen-louisblanc-35,STATION,93400,operational,6,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 14:29:00
1497,46 rue Edgard Quinet,5,5,0,0,0,nonexistent,Neuilly-Plaisance,neuillyplaisance-edgardquinet-46,STATION,93360,operational,1,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 17:47:00
1498,17 rue Caulaincourt,0,0,0,0,0,nonexistent,Paris,paris-caulaincourt-17,STATION,75018,operational,1,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 17:06:00
1499,12 bis Route de la Reine,5,5,0,0,0,nonexistent,Boulogne-Billancourt,boulognebillancourt-reine-12,STATION,92100,operational,0,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 12:51:00
1500,31 avenue de la Division Leclerc,7,7,0,0,0,nonexistent,Fontenay-aux-Roses,fontenayauxroses-divisionleclerc-31,STATION,92260,operational,0,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 04:09:00
1501,1bis rue Ravignan,3,3,0,1,0,operational,Paris,paris-ravignan-1,STATION,75018,operational,0,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 22:31:00
1502,125 rue Diderot,5,5,0,0,0,nonexistent,Drancy,drancy-diderot-125,STATION,93700,operational,0,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 05:04:00
1503,245 boulevard Jean JaurÃ¨s,6,6,0,0,0,nonexistent,Boulogne-Billancourt,boulognebillancourt-jeanjaures-245,STATION,92100,operational,0,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 06:30:00
1504,2 rue Marie-AndrÃ©e Lagroua Weil-Halle,1,1,0,0,0,nonexistent,Paris,paris-marieandreelagrouaweilhalle-2,STATION,75013,operational,3,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 19:57:00
1505,41 rue Didot,1,1,0,0,0,nonexistent,Paris,paris-didot-41,STATION,75014,operational,0,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 21:34:00
1506,143 Rue La Fayette,0,0,0,0,0,nonexistent,Paris,paris-lafayette-143,STATION,75010,operational,4,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 14:36:00
1507,55 boulevard de la Villette,5,5,0,0,0,operational,Paris,paris-villette-55,STATION,75010,operational,0,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 19:40:00
1508,1 place du 11 Novembre 1918,0,0,0,0,0,nonexistent,Clichy-sous-Bois,clichysousbois-11novembre1918-1,SPACE,93390,broken,0,full_station,closed,broken,2018-04-07 00:00:00,2020-05-29 14:13:00
1509,26 avenue Trudaine,0,0,0,0,1,operational,Paris,paris-trudaine-26,SPACE,75009,operational,5,full_station,ok,operational,2018-04-07 00:00:00,2020-05-29 02:26:00
1510,7 boulevard de Picpus,4,4,0,0,0,operational,Paris,paris-picpus-7,STATION,75012,operational,1,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 10:31:00
1511,61 boulevard Saint-Jacques,0,0,0,0,0,nonexistent,Paris,paris-saintjacques1-parking,PARKING,75014,broken,0,station,closed,nonexistent,2018-04-09 00:00:00,2020-05-29 15:23:00
1512,2 rue Paul CÃ©zanne,4,4,0,0,0,nonexistent,Neuilly-Plaisance,neuillyplaisance-paulcezanne-2,SPACE,93360,operational,1,full_station,ok,operational,2018-04-02 00:00:00,2020-05-29 12:13:00
1513,1 Place des PrÃ©-Hauts,3,3,0,0,0,nonexistent,VerriÃ¨res-le-Buisson,verriereslebuisson-prehauts-1,SPACE,91370,operational,2,full_station,ok,operational,2018-04-04 00:00:00,2020-05-29 15:37:00
1514,215 Avenue des GrÃ©sillons,6,6,0,0,0,nonexistent,Gennevilliers,gennevilliers-gresillons-215,STATION,92230,operational,0,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 02:53:00
1515,1 Rue Dante,0,0,0,0,0,nonexistent,Paris,paris-dante-1,STATION,75005,operational,4,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 02:24:00
1516,51 avenue Jean JaurÃ¨s,0,0,0,0,0,nonexistent,Montrouge,montrouge-jeanjaures-51,STATION,92120,operational,4,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 15:25:00
1517,73 avenue des Ternes,0,0,0,0,1,operational,Paris,paris-ternes-73,SPACE,75017,operational,5,full_station,ok,operational,2018-04-06 00:00:00,2020-05-29 07:51:00
1518,271 Boulevard Pereire,5,5,0,0,0,operational,Paris,paris-pereire-271,STATION,75017,operational,0,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 10:06:00
1519,6 avenue Foch,0,0,0,0,0,nonexistent,Paris,paris-etoilefoch-parking,PARKING,75016,broken,0,station,closed,nonexistent,2018-04-05 00:00:00,2020-05-29 21:09:00
1520,33 rue de Lourmel,5,5,0,0,0,nonexistent,Paris,paris-lourmel-33,STATION,75015,operational,0,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 16:28:00
1521,2 rue du Commandant Lamy,1,1,0,0,0,nonexistent,Paris,paris-commandantlamy-2,STATION,75011,operational,2,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 15:08:00
1522,81 Avenue Bosquet,1,1,0,0,2,operational,Paris,paris-bosquet-81,STATION,75007,operational,4,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 08:27:00
1523,120 boulevard Gabriel PÃ©ri,4,4,0,0,0,nonexistent,Malakoff,malakoff-gabrielperi-120,STATION,92240,operational,2,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 10:45:00
1524,10 rue de la Verrerie,4,4,0,1,0,nonexistent,Meudon,meudon-verrerie-10,SPACE,92190,operational,1,full_station,ok,operational,2018-04-07 00:00:00,2020-05-29 13:44:00
1525,36 Boulevard Richard Lenoir,3,3,0,0,0,nonexistent,Paris,paris-richardlenoir-36,STATION,75011,operational,1,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 00:32:00
1526,13 Rue Ernest Psichari,1,1,0,0,1,operational,Paris,paris-ernestpsichari-13,STATION,75007,operational,4,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 04:29:00
1527,8 Avenue de la Porte de Montrouge,3,3,1,1,0,operational,Paris,paris-portedemontrouge-8,STATION,75014,operational,0,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 15:00:00
1528,23 rue du DÃ©part,3,3,0,0,1,operational,Paris,paris-depart-23,STATION,75014,operational,2,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 09:39:00
1529,119 avenue de Flandre,4,4,0,0,0,operational,Paris,paris-flandre-119,STATION,75019,operational,1,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 10:30:00
1530,55 rue d'Auteuil,3,3,0,0,0,nonexistent,Paris,paris-auteuil-55,STATION,75016,operational,0,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 01:03:00
1531,14 place Moreau David,7,7,0,0,0,nonexistent,Fontenay-Sous-Bois,fontenaysousbois-moreaudavid-14,STATION,94120,operational,0,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 04:20:00
1532,45 rue de l'Ãvangile,6,6,0,0,0,operational,Paris,paris-evangile-45,STATION,75018,operational,0,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 09:50:00
1533,82 rue de CrimÃ©e,3,3,0,0,0,operational,Paris,paris-crimee-82,STATION,75019,operational,3,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 16:04:00
1534,126 Avenue Philippe Auguste,6,6,0,0,0,operational,Paris,paris-philippeauguste-126,STATION,75011,operational,0,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 19:46:00
1535,2 avenue Georges Pompidou,0,0,0,0,0,nonexistent,Sucy-en-Brie,sucyenbrie-georgespompidou-2,STATION,94370,future,0,station,scheduled,nonexistent,2018-04-09 00:00:00,2020-05-29 22:58:00
1536,137 rue de la BourcilliÃ¨re,5,5,0,0,0,nonexistent,Clamart,clamart-bourcilliere-137,STATION,92140,operational,1,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 23:24:00
1537,24 Avenue du Pont Royal,1,1,0,0,0,nonexistent,Cachan,cachan-pontroyal-24,STATION,94230,operational,5,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 13:16:00
1538,5 avenue de l'Europe,0,0,0,0,0,nonexistent,Colombes,colombes-europe-5,STATION,92700,broken,0,station,closed,nonexistent,2018-04-02 00:00:00,2020-05-29 17:55:00
1539,188 Avenue de Choisy,0,0,0,0,2,operational,Paris,paris-choisy-188,STATION,75013,operational,6,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 10:32:00
1540,120 cours de Vincennes,4,4,0,0,0,nonexistent,Paris,paris-vincennes-120,STATION,75012,operational,0,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 08:08:00
1541,22 bis rue Legendre,1,1,0,0,0,nonexistent,Paris,paris-legendre-22,STATION,75017,operational,1,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 11:50:00
1542,82 rue de CrimÃ©e,4,4,0,1,0,operational,Paris,paris-crimee-82,STATION,75019,operational,1,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 08:18:00
1543,1 Rue Dante,0,0,0,0,0,nonexistent,Paris,paris-dante-1,STATION,75005,operational,4,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 00:05:00
1544,214 boulevard de Stalingrad,0,0,0,0,0,nonexistent,Champigny-sur-Marne,champignysurmarne-stalingrad-214,STATION,94500,operational,6,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 11:46:00
1545,115 Boulevard Pereire,1,1,0,0,0,operational,Paris,paris-pereire-115,STATION,75017,operational,1,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 06:19:00
1546,203 Rue du Faubourg-Saint-Martin,2,2,0,0,1,operational,Paris,paris-faubourgsaintmartin-203,STATION,75010,operational,4,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 09:00:00
1547,56 avenue du MarÃ©chal de Lattre de Tassigny,4,4,0,0,0,nonexistent,CrÃ©teil,creteil-marechaldelattredetassigny-56,STATION,94000,operational,1,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 09:11:00
1548,35 rue Mathis,0,0,0,0,0,nonexistent,Paris,paris-mathis-35,STATION,75019,operational,2,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 13:10:00
1549,12 rue Denfert Rochereau,0,0,0,0,0,nonexistent,CrÃ©teil,creteil-denfertrochereau-12,STATION,94000,operational,5,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 13:10:00
1550,11 Rue Auguste Perret,4,4,0,0,0,nonexistent,Villejuif,villejuif-augusteperret-11,STATION,94800,operational,1,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 01:47:00
1551,Quai de SÃ¨vres,4,4,1,0,0,nonexistent,SÃ¨vres,sevres-manufacturenationale-1,PARKING,92310,operational,1,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 02:23:00
1552,1 rue des Nonnains d'HyÃ¨res,0,0,0,0,1,operational,Paris,paris-nonnainsdhyeres-1,STATION,75004,operational,3,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 22:38:00
1553,202 avenue des Forgerons,5,5,1,0,0,nonexistent,Aubervilliers,aubervilliers-forgerons-202,STATION,93300,operational,0,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 11:06:00
1554,1 Boulevard Murat,3,3,0,0,0,operational,Paris,paris-murat-1,STATION,75016,operational,2,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 06:31:00
1555,9 rue Philibert Delorme,0,0,0,0,0,nonexistent,Guyancourt,guyancourt-philibertdelorme-9,STATION,78280,future,0,station,scheduled,nonexistent,2018-04-08 00:00:00,2020-05-29 10:02:00
1556,1 rue FrÃ©pillon,5,5,0,0,0,nonexistent,Noisy-le-Sec,noisylesec-frepillon-1,SPACE,93130,operational,0,full_station,ok,broken,2018-04-01 00:00:00,2020-05-29 17:27:00
1557,15 Rue de Verdun,0,0,0,1,0,nonexistent,Suresnes,suresnes-verdun-15,SPACE,92150,operational,4,full_station,ok,operational,2018-04-02 00:00:00,2020-05-29 15:34:00
1558,79 rue de Lourmel,3,3,0,0,0,nonexistent,Paris,paris-lourmel-79,STATION,75015,operational,0,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 15:46:00
1559,38 ter rue du Mont ValÃ©rien,5,5,0,0,0,operational,Saint-Cloud,saintcloud-montvalerien-38,STATION,92210,operational,0,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 17:53:00
1560,52 avenue Ambroisine,6,6,0,0,0,nonexistent,Champigny-sur-Marne,champignysurmarne-ambroisine-52,STATION,94500,operational,0,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 03:32:00
1561,3 Rue Georges Pompidou,3,3,0,0,0,operational,Les Lilas,leslilas-georgespompidou-3,SPACE,93260,operational,3,full_station,ok,broken,2018-04-04 00:00:00,2020-05-29 17:09:00
1562,87 boulevard Beaumarchais,1,1,0,1,0,operational,Paris,paris-beaumarchais-87,STATION,75003,operational,0,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 21:38:00
1563,2 Rue Duroc,1,1,0,0,1,operational,Paris,paris-duroc-2,STATION,75007,operational,2,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 06:23:00
1564,58 Rue Monge,1,1,0,0,1,operational,Paris,paris-monge-58,STATION,75005,operational,3,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 12:35:00
1565,60 rue Edouard Vaillant,2,2,0,0,0,nonexistent,Bagnolet,bagnolet-edouardvaillant-60,STATION,93170,operational,4,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 00:05:00
1566,22 Boulevard de Belleville,0,0,0,1,0,nonexistent,Paris,paris-belleville-22,STATION,75020,operational,1,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 18:48:00
1567,76 avenue de Verdun,2,2,0,0,0,nonexistent,ChÃ¢tillon,chatillon-verdun-76,STATION,92320,operational,3,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 18:29:00
1568,1 rue Croulebarbe,0,0,0,0,0,operational,Paris,paris-croulebarbe-1,STATION,75013,operational,5,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 23:28:00
1569,18 rue Franklin,1,1,0,0,0,nonexistent,Montreuil,montreuil-franklin-18,STATION,93100,operational,4,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 21:03:00
1570,282 avenue d'Argenteuil,0,0,0,0,0,nonexistent,AsniÃ¨res-sur-Seine,asnieressurseine-argenteuil-282,STATION,92600,future,0,station,scheduled,nonexistent,2018-04-01 00:00:00,2020-05-29 21:31:00
1571,422 Rue Saint-HonorÃ©,0,0,0,0,0,operational,Paris,paris-sainthonore-422,STATION,75008,operational,4,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 01:09:00
1572,16 rue de l'ArrivÃ©e,0,0,0,0,1,operational,Paris,paris-arrivee-16,STATION,75015,operational,5,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 13:06:00
1573,6 Rue Pablo Neruda,1,1,0,0,0,nonexistent,Nanterre,nanterre-pabloneruda-6,STATION,92000,operational,5,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 21:43:00
1574,11 avenue du GÃ©nÃ©ral De Gaulle,6,6,0,0,0,nonexistent,Antony,antony-degaulle-11,STATION,92160,operational,0,station,ok,broken,2018-04-02 00:00:00,2020-05-29 14:36:00
1575,78 avenue de Suffren,4,4,0,0,1,operational,Paris,paris-suffren-78,STATION,75015,operational,1,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 09:09:00
1576,140 Avenue de la RÃ©publique,1,1,0,0,0,nonexistent,ChÃ¢tillon,chatillon-republique-140,STATION,92320,operational,4,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 12:19:00
1577,26 boulevard Gouvion Saint-Cyr,2,2,0,0,0,nonexistent,Paris,paris-gouvionmaillot-parking,PARKING,75017,operational,3,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 15:26:00
1578,120 boulevard Gabriel PÃ©ri,6,6,1,0,0,nonexistent,Malakoff,malakoff-gabrielperi-120,STATION,92240,operational,0,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 07:07:00
1579,1 rue Pierre Chausson,0,0,0,0,0,nonexistent,Paris,paris-pierrechausson-1,STATION,75010,broken,0,station,closed,nonexistent,2018-04-03 00:00:00,2020-05-29 03:37:00
1580,69 boulevard Pasteur,0,0,0,0,0,nonexistent,Paris,paris-pasteur2-parking,PARKING,75015,broken,0,station,closed,nonexistent,2018-04-01 00:00:00,2020-05-29 16:13:00
1581,21 Boulevard des Ãles,1,1,0,1,0,nonexistent,Issy-les-Moulineaux,issylesmoulineaux-iles-21,STATION,92130,operational,0,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 18:23:00
1582,92 Boulevard des Batignolles,1,1,0,0,0,broken,Paris,paris-batignolles-92,STATION,75017,operational,2,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 10:46:00
1583,175 avenue du 18 Juin 1940,4,4,0,0,0,nonexistent,Rueil-Malmaison,rueilmalmaison-18juin1940-175,STATION,92500,operational,1,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 00:52:00
1584,157 rue Jeanne D'Arc,3,3,0,0,0,operational,Paris,paris-jeannedarc-157,STATION,75013,operational,0,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 08:21:00
1585,93 avenue Victor Hugo,3,3,0,0,0,operational,Paris,paris-victorhugo-93,STATION,75016,operational,3,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 21:14:00
1586,91 rue du Faubourg Saint-Denis,1,1,0,0,0,nonexistent,Paris,paris-saintdenis-91,STATION,75010,operational,3,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 05:12:00
1587,29 rue du Cotentin,1,1,0,0,2,operational,Paris,paris-cotentin-29,STATION,75015,operational,5,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 04:56:00
1588,29 avenue des Champs Pierreux,3,3,0,0,0,nonexistent,Nanterre,nanterre-champspierreux-29,SPACE,92000,operational,0,full_station,ok,operational,2018-04-06 00:00:00,2020-05-29 12:21:00
1589,203 Rue du Faubourg-Saint-Martin,1,1,0,1,0,operational,Paris,paris-faubourgsaintmartin-203,STATION,75010,operational,0,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 22:44:00
1590,12 Avenue AndrÃ© Prothin,4,4,0,0,0,nonexistent,Courbevoie,courbevoie-andreprothin-12,SPACE,92400,operational,0,full_station,ok,operational,2018-04-08 00:00:00,2020-05-29 11:30:00
1591,20 Rue Villiot,0,0,0,0,0,broken,Paris,paris-villiot-20,SPACE,75012,broken,0,full_station,closed,broken,2018-04-01 00:00:00,2020-05-29 03:56:00
1592,53 Boulevard Foch,2,2,0,0,0,nonexistent,Ãpinay-sur-Seine,epinaysurseine-foch-53,STATION,93800,operational,2,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 23:43:00
1593,26 Rue du Quatre Septembre,0,0,0,0,1,operational,Paris,paris-quatreseptembre-26,STATION,75002,operational,5,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 05:14:00
1594,27 Rue des Batignolles,2,2,0,0,0,operational,Paris,paris-batignolles-27,STATION,75017,operational,1,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 18:47:00
1595,2 Place Charles de Gaulle,1,1,0,1,0,nonexistent,Vaucresson,vaucresson-charlesdegaulle-2,STATION,92420,operational,3,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 09:04:00
1596,26 rue Saint-Vincent-de-Paul,0,0,0,0,0,broken,Paris,paris-saintvincentdepaul-26,STATION,75010,broken,0,station,closed,nonexistent,2018-04-04 00:00:00,2020-05-29 23:42:00
1597,12 rue Armengaud,6,6,0,1,0,operational,Saint-Cloud,saintcloud-armengaud-12,STATION,92220,operational,0,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 14:41:00
1598,255 Avenue Jean JaurÃ¨s,1,1,0,0,0,nonexistent,Clamart,clamart-jeanjaures-255,STATION,92140,operational,1,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 19:18:00
1599,215 rue Henri Barbusse,5,5,0,0,0,nonexistent,Argenteuil,argenteuil-henribarbusse-215,STATION,95100,operational,1,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 03:43:00
1600,2 rue des Couronnes,1,1,0,0,0,nonexistent,Paris,paris-couronnes-2,STATION,75020,operational,2,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 21:26:00
1601,175 avenue du 18 Juin 1940,6,6,0,0,0,nonexistent,Rueil-Malmaison,rueilmalmaison-18juin1940-175,STATION,92500,operational,0,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 06:16:00
1602,76 Boulevard de la Tour-Maubourg,0,0,0,0,0,nonexistent,Paris,paris-tourmaubourg-76,STATION,75007,operational,5,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 18:45:00
1603,18 Rue PerrÃ©e,1,1,0,0,0,broken,Paris,paris-perree-18,STATION,75003,operational,0,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 12:22:00
1604,64 Rue de Fitzelin,1,1,0,0,0,nonexistent,Ãpinay-sur-Seine,epinaysurseine-fitzelin-64,STATION,93800,operational,4,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 20:34:00
1605,68 avenue Mozart,6,6,0,0,0,operational,Paris,paris-mozart-68,STATION,75016,operational,0,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 09:21:00
1606,2 Avenue Albert 1er,1,1,0,0,0,nonexistent,Rueil-Malmaison,rueilmalmaison-albert1er-2,STATION,92500,operational,5,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 21:44:00
1607,6 Rue Marcel Paul,4,4,1,1,0,nonexistent,Villejuif,villejuif-marcelpaul-6,STATION,94800,operational,0,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 14:42:00
1608,18 Boulevard Garibaldi,6,6,0,0,0,nonexistent,Issy-les-Moulineaux,issylesmoulineaux-garibaldi-18,STATION,92130,operational,0,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 01:33:00
1609,8 avenue de Choisy,2,2,0,0,0,nonexistent,Paris,paris-choisy-8,STATION,75013,operational,0,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 11:33:00
1610,66 rue Henri Barbusse,0,0,0,0,1,operational,Paris,paris-henribarbusse-66,STATION,75014,operational,4,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 20:14:00
1611,1 avenue Rachel,0,0,0,0,1,operational,Paris,paris-rachel-1,STATION,75018,operational,5,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 07:54:00
1612,73 rue Marcelin Berthelot,1,1,0,0,0,nonexistent,Drancy,drancy-marcelinberthelot-73,STATION,93700,operational,3,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 05:46:00
1613,1 place des Anciens combattants d'Afrique du Nord,4,4,0,1,0,nonexistent,Antony,antony-ancienscombattantsdafriquedunord-1,STATION,92160,operational,0,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 13:38:00
1614,2 rue Jean Cocteau,2,2,0,0,1,operational,Paris,paris-jeancocteau-2,STATION,75018,operational,4,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 20:27:00
1615,42 avenue du GÃ©nÃ©ral de Gaulle,6,6,0,0,0,nonexistent,Maisons-Alfort,maisonsalfort-generaldegaulle-42,SPACE,94700,operational,0,full_station,ok,operational,2018-04-01 00:00:00,2020-05-29 00:32:00
