,Address,Cars,Bluecar counter,Utilib counter,Utilib 1.4 counter,Charge Slots,Charging Status,City,ID,Kind,Postal code,Rental status,Slots,Station type,Status,Subscription status,Date,Time
4305,20 Boulevard de Vaugirard,0,0,0,0,2,operational,Paris,paris-vaugirard-20,STATION,75015,operational,5,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 19:11:00
4306,22 Boulevard de Belleville,2,2,0,0,0,nonexistent,Paris,paris-belleville-22,STATION,75020,operational,1,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 21:19:00
4307,356 rue des PyrÃ©nÃ©es,0,0,0,0,1,operational,Paris,paris-pyrenees-356,STATION,75020,operational,5,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 17:06:00
4308,27 Rue Faidherbe,0,0,0,0,1,operational,Paris,paris-faidherbe-27,STATION,75011,operational,5,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 06:51:00
4309,31 avenue Hoche,0,0,0,0,0,nonexistent,Paris,paris-hoche-31,STATION,75008,operational,2,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 22:09:00
4310,56 avenue du MarÃ©chal de Lattre de Tassigny,4,4,0,0,0,nonexistent,CrÃ©teil,creteil-marechaldelattredetassigny-56,STATION,94000,operational,1,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 11:52:00
4311,66 Boulevard CamÃ©linat,5,5,0,0,0,nonexistent,Gennevilliers,gennevilliers-camelinat-66,STATION,92230,operational,0,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 09:24:00
4312,79 rue de Lourmel,2,2,0,0,0,nonexistent,Paris,paris-lourmel-79,STATION,75015,operational,1,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 05:48:00
4313,37 rue la BoÃ©tie,0,0,0,0,0,operational,Paris,paris-laboetie-37,STATION,75008,operational,4,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 05:57:00
4314,95 rue des Morillons,0,0,0,0,1,operational,Paris,paris-morillons-95,STATION,75015,operational,4,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 20:21:00
4315,26 rue Saint-Vincent-de-Paul,0,0,0,0,0,broken,Paris,paris-saintvincentdepaul-26,STATION,75010,broken,0,station,closed,nonexistent,2018-04-04 00:00:00,2020-05-29 03:22:00
4316,11 Rue du Lieutenant Colonel Driant,1,1,0,0,0,nonexistent,Rueil-Malmaison,rueilmalmaison-lieutenantcoloneldriant-11,STATION,92500,operational,4,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 21:42:00
4317,75 rue de la Chapelle,0,0,0,0,0,nonexistent,Paris,paris-chapelle-75,STATION,75018,broken,0,station,closed,nonexistent,2018-04-06 00:00:00,2020-05-29 08:39:00
4318,2 Rue de l'Amiral Coligny,3,3,0,0,0,operational,Paris,paris-amiralcoligny-2,STATION,75001,operational,0,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 18:54:00
4319,17 rue Guynemer,6,6,0,0,0,nonexistent,Dugny,dugny-guynemer-17,SPACE,93440,operational,0,full_station,ok,broken,2018-04-07 00:00:00,2020-05-29 06:17:00
4320,220 rue Marcadet,6,6,0,0,0,operational,Paris,paris-marcadet-220,STATION,75018,operational,0,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 06:26:00
4321,103 avenue Charles de Gaulle,4,4,0,0,0,nonexistent,Le Chesnay,lechesnay-charlesdegaulle-103,STATION,78150,operational,0,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 19:02:00
4322,26 avenue Trudaine,0,0,1,0,1,operational,Paris,paris-trudaine-26,SPACE,75009,operational,3,full_station,ok,operational,2018-04-06 00:00:00,2020-05-29 11:31:00
4323,142 rue du Bac,0,0,0,1,1,operational,Paris,paris-bac-142,STATION,75007,operational,3,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 16:42:00
4324,33 Avenue Sully Prudhomme,2,2,0,0,0,nonexistent,ChÃ¢tenay-Malabry,chatenaymalabry-sullyprudomme-33,STATION,92290,operational,3,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 06:03:00
4325,130 rue de la Porte de Trivaux,6,6,0,0,0,nonexistent,Clamart,clamart-portedetrivaux-130,STATION,92140,operational,0,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 02:26:00
4326,97 boulevard Berthier,3,3,0,0,0,operational,Paris,paris-berthier-97,STATION,75017,operational,1,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 16:59:00
4327,23 avenue du GÃ©nÃ©ral de Gaulle,4,4,0,0,0,nonexistent,Gennevilliers,gennevilliers-degaulle-23,STATION,92230,operational,2,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 03:33:00
4328,31 avenue Hoche,0,0,0,1,0,nonexistent,Paris,paris-hoche-31,STATION,75008,operational,3,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 04:08:00
4329,126 rue de Colombes,5,5,0,1,0,nonexistent,La Garenne-Colombes,lagarennecolombes-colombes-126,STATION,92250,operational,1,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 02:45:00
4330,1 rue de Sevran,0,0,0,0,0,nonexistent,Aulnay-sous-bois,aulnaysousbois-sevran-1,STATION,93600,broken,0,station,closed,nonexistent,2018-04-09 00:00:00,2020-05-29 09:00:00
4331,152 Rue de Grenelle,4,4,0,0,0,operational,Paris,paris-grenelle-152,STATION,75007,operational,2,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 05:44:00
4332,94 Rue Paul Vaillant Couturier,6,6,0,0,0,nonexistent,Nanterre,nanterre-paulvaillantcouturier-94,STATION,92000,operational,0,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 09:19:00
4333,26 rue Saint-Vincent-de-Paul,0,0,0,0,0,broken,Paris,paris-saintvincentdepaul-26,STATION,75010,broken,0,station,closed,nonexistent,2018-04-03 00:00:00,2020-05-29 10:24:00
4334,21 Quai de la Tournelle,0,0,0,0,0,nonexistent,Paris,paris-tournelle-21,STATION,75005,operational,4,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 06:01:00
4335,41 rue Didot,0,0,0,0,0,nonexistent,Paris,paris-didot-41,STATION,75014,operational,3,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 10:14:00
4336,20 rue Clovis,5,5,0,0,0,operational,Paris,paris-clovis-20,STATION,75005,operational,0,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 18:59:00
4337,7 rue Arthur Chevalier,5,5,0,0,0,nonexistent,Aulnay-sous-bois,aulnaysousbois-arthurchevalier-7,STATION,93600,operational,1,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 01:16:00
4338,81 avenue de la Grande ArmÃ©e,0,0,0,0,0,broken,Paris,paris-grandearmee-81,STATION,75016,broken,0,station,closed,nonexistent,2018-04-06 00:00:00,2020-05-29 16:58:00
4339,16 place des Ãtats-Unis,0,0,0,0,1,operational,Paris,paris-etatsunis-16,STATION,75016,operational,3,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 07:46:00
4340,14 rue Jouffroy d'Abbans,3,3,0,0,1,operational,Paris,paris-jouffroydabbans-14,STATION,75017,operational,1,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 05:43:00
4341,39 Rue Notre-Dame des Champs,0,0,0,0,0,nonexistent,Paris,paris-notredamedeschamps-39,STATION,75006,operational,3,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 00:28:00
4342,1 Place Ferrari,4,4,0,1,0,nonexistent,Clamart,clamart-ferrari-1,STATION,92140,operational,1,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 01:19:00
4343,8 rue Adolphe Mille,4,4,0,0,0,operational,Paris,paris-adolphemille-8,STATION,75019,operational,0,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 21:53:00
4344,1 rue Jacques Duchesne,3,3,0,0,1,operational,Paris,paris-jacquesduchesne-1,STATION,75019,operational,1,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 16:52:00
4345,47 boulevard de l'HÃ´pital,5,5,0,0,0,operational,Paris,paris-hopital-47,STATION,75013,operational,0,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 12:46:00
4346,1 rue FranÃ§oise Dolto,1,1,0,0,1,operational,Paris,paris-francoisedolto-1,STATION,75013,operational,4,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 18:01:00
4347,22 Boulevard de Belleville,0,0,0,0,0,nonexistent,Paris,paris-belleville-22,STATION,75020,operational,3,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 16:31:00
4348,1 rue Jean Monnet,4,4,0,0,0,nonexistent,Nogent-sur-Marne,nogentsurmarne-jeanmonnet-1,SPACE,94130,operational,1,full_station,ok,broken,2018-04-02 00:00:00,2020-05-29 13:29:00
4349,1 Rue du Colonel Pierre Avia,6,6,0,0,0,operational,Paris,paris-colonelpierreavia-1,STATION,75015,operational,0,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 08:14:00
4350,5 rue FrÃ©dÃ©rick LemaÃ®tre,0,0,0,0,1,operational,Paris,paris-fredericklemaitre-5,STATION,75020,operational,5,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 19:59:00
4351,159 Rue Manin,4,4,0,0,0,operational,Paris,paris-manin-159,STATION,75019,operational,1,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 14:03:00
4352,38 rue FranÃ§ois 1er,0,0,0,0,2,operational,Paris,paris-francois1er-38,STATION,75008,operational,5,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 17:58:00
4353,42 Avenue Michelet,0,0,0,1,0,nonexistent,Saint-Ouen,saintouen-michelet-42,STATION,93400,operational,4,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 16:00:00
4354,169 avenue de Flandre,3,3,0,0,1,operational,Paris,paris-flandre-169,SPACE,75019,operational,2,full_station,ok,broken,2018-04-08 00:00:00,2020-05-29 07:32:00
4355,77 Rue Nationale,0,0,0,0,1,operational,Paris,paris-nationale-77,STATION,75013,operational,5,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 21:24:00
4356,29 rue GalilÃ©e,4,4,1,1,0,nonexistent,Montreuil,montreuil-galilee-29,STATION,93100,operational,0,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 05:19:00
4357,11 rue Marguerite Long,3,3,0,0,0,operational,Paris,paris-margueritelong-11,STATION,75017,operational,3,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 00:10:00
4358,58 avenue Dutartre,5,5,0,0,0,nonexistent,Le Chesnay,lechesnay-dutartre-58,STATION,78150,operational,0,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 07:54:00
4359,1 place Stalingrad,3,3,0,0,0,nonexistent,Neuilly-Plaisance,neuillyplaisance-stalingrad-1,STATION,93360,operational,3,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 09:06:00
4360,11 avenue RenÃ© Coty,0,0,0,0,2,operational,Paris,paris-renecoty-11,STATION,75014,operational,6,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 09:18:00
4361,22 rue des Roches,5,5,0,0,0,nonexistent,Montreuil,montreuil-roches-22,STATION,93100,operational,0,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 03:11:00
4362,102 Rue Juliette Savar,6,6,0,0,0,nonexistent,CrÃ©teil,creteil-juliettesavar-102,STATION,94000,operational,0,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 07:41:00
4363,115 Boulevard Pereire,4,4,0,0,1,operational,Paris,paris-pereire-115,STATION,75017,operational,1,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 09:11:00
4364,89 avenue KlÃ©ber,1,1,0,0,2,operational,Paris,paris-kleber-89,STATION,75016,operational,4,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 03:42:00
4365,133 rue Saint Jacques,1,1,0,0,0,operational,Paris,paris-saintjacques-133,STATION,75005,operational,0,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 20:13:00
4366,125 Avenue Louis Roche,5,5,0,0,0,nonexistent,Gennevilliers,gennevilliers-louisroche-125,STATION,92230,operational,1,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 17:47:00
4367,7 Rue du Chevalier de la Barre,0,0,0,0,0,nonexistent,Le Bourget,lebourget-chevalierdelabarre-7,STATION,93350,broken,0,station,closed,nonexistent,2018-04-01 00:00:00,2020-05-29 17:36:00
4368,Quai de SÃ¨vres,6,6,0,0,0,nonexistent,SÃ¨vres,sevres-manufacturenationale-1,PARKING,92310,operational,0,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 16:31:00
4369,38 Avenue de la France Libre,0,0,0,0,0,nonexistent,CrÃ©teil,creteil-francelibre-38,SPACE,94000,operational,5,full_station,ok,broken,2018-04-04 00:00:00,2020-05-29 09:31:00
4370,155 Avenue Ledru Rollin,1,1,0,0,1,operational,Paris,paris-ledrurollin-155,STATION,75011,operational,4,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 02:43:00
4371,24 rue des Cheminots,0,0,0,0,0,nonexistent,Saint-Denis,saintdenis-cheminots-24,STATION,93200,future,0,station,scheduled,nonexistent,2018-04-02 00:00:00,2020-05-29 04:59:00
4372,10 rue Anatole de la Forge,0,0,0,0,0,nonexistent,Paris,paris-anatoledelaforge-10,STATION,75017,future,0,station,scheduled,nonexistent,2018-04-09 00:00:00,2020-05-29 12:01:00
4373,112 Avenue de Versailles,3,3,0,0,0,operational,Paris,paris-versailles-112,STATION,75016,operational,0,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 07:15:00
4374,6 Rue de Metz,1,1,0,0,0,nonexistent,Paris,paris-metz-6,STATION,75010,operational,2,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 07:35:00
4375,2 Avenue Mozart,2,2,0,0,0,nonexistent,Paris,paris-mozart-2,STATION,75016,operational,2,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 09:08:00
4376,356 rue des PyrÃ©nÃ©es,3,3,0,0,0,operational,Paris,paris-pyrenees-356,STATION,75020,operational,3,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 01:50:00
4377,112 Rue Monge BÃ¢timent Lieu-dit,2,2,0,0,0,nonexistent,Paris,paris-monge-112,STATION,75005,operational,2,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 06:41:00
4378,44 avenue de la Marne,5,5,0,0,0,nonexistent,AsniÃ¨res-sur-Seine,asnieressurseine-marne-44,STATION,92600,operational,0,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 08:58:00
4379,236 Boulevard Voltaire,5,5,0,0,0,operational,Paris,paris-voltaire-236,STATION,75011,operational,0,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 02:20:00
4380,40 Avenue de la Grande ArmÃ©e,1,1,0,0,1,operational,Paris,paris-grandearmee-40,STATION,75017,operational,4,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 07:23:00
4381,90 boulevard National,0,0,0,0,0,nonexistent,La Garenne-Colombes,lagarennecolombes-national-90,STATION,92250,operational,6,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 20:16:00
4382,17 Rue Ãmile Zola,1,1,0,0,0,nonexistent,AsniÃ¨res-sur-Seine,asnieressurseine-emilezola-17,STATION,92600,operational,4,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 14:01:00
4383,189 Rue de Tolbiac,4,4,0,0,0,operational,Paris,paris-tolbiac-189,STATION,75013,operational,0,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 00:07:00
4384,26 avenue Trudaine,0,0,0,0,0,operational,Paris,paris-trudaine-26,SPACE,75009,operational,0,full_station,ok,operational,2018-04-08 00:00:00,2020-05-29 17:50:00
4385,98 Boulevard de Vanves,0,0,0,0,0,nonexistent,ChÃ¢tillon,chatillon-vanves-98,STATION,92320,operational,4,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 11:20:00
4386,271 Boulevard Pereire,2,2,0,0,1,operational,Paris,paris-pereire-271,STATION,75017,operational,4,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 02:14:00
4387,8 avenue MÃ©nelotte,5,5,0,0,0,nonexistent,Colombes,colombes-menelotte-8,STATION,92700,operational,0,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 00:56:00
4388,68 avenue Mozart,5,5,0,0,0,operational,Paris,paris-mozart-68,STATION,75016,operational,1,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 06:49:00
4389,41 Boulevard Bourdon,2,2,0,0,0,nonexistent,Paris,paris-bourdon-41,SPACE,75004,operational,2,full_station,ok,operational,2018-04-03 00:00:00,2020-05-29 16:26:00
4390,44 Rue de Champ Chardon,5,5,0,1,0,nonexistent,Issy-les-Moulineaux,issylesmoulineaux-champchardon-44,STATION,92130,operational,0,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 02:14:00
4391,5 avenue de l'Europe,0,0,0,0,0,nonexistent,Colombes,colombes-europe-5,STATION,92700,broken,0,station,closed,nonexistent,2018-04-06 00:00:00,2020-05-29 08:36:00
4392,74 rue Vasco de Gama,2,2,0,0,0,nonexistent,Paris,paris-vascodegama-74,STATION,75015,operational,0,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 09:26:00
4393,80 bis rue du prÃ©sident Wilson,3,3,0,0,0,nonexistent,Levallois-Perret,levalloisperret-wilsonplanchette-parking,PARKING,92300,operational,2,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 18:35:00
4394,52 boulevard Arago,2,2,0,0,0,broken,Paris,paris-arago-52,STATION,75013,operational,2,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 03:06:00
4395,69 Rue de Courcelles,0,0,0,0,2,operational,Paris,paris-courcelles-69,STATION,75008,operational,6,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 04:06:00
4396,52 Rue de Bagneux,1,1,0,0,0,nonexistent,Sceaux,sceaux-bagneux-52,STATION,92330,operational,5,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 11:04:00
4397,20 Rue Frida Kahlo,0,0,0,0,0,nonexistent,Saint-Ouen,saintouen-fridakahlo-20,PARKING,93400,future,0,station,scheduled,nonexistent,2018-04-05 00:00:00,2020-05-29 02:24:00
4398,58 avenue de la RÃ©publique,5,5,0,0,0,nonexistent,Bagnolet,bagnolet-republique-58,STATION,93170,operational,1,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 05:17:00
4399,126 rue de Colombes,3,3,0,0,0,nonexistent,La Garenne-Colombes,lagarennecolombes-colombes-126,STATION,92250,operational,2,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 17:29:00
4400,35 Rue de Provence,3,3,0,0,0,nonexistent,Paris,paris-provence-35,STATION,75009,operational,1,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 17:36:00
4401,44 avenue SecrÃ©tan,0,0,0,0,0,operational,Paris,paris-secretan-44,STATION,75019,operational,3,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 14:41:00
4402,36 Rue Ãtienne Marcel,0,0,0,0,1,operational,Paris,paris-etiennemarcel-36,STATION,75002,operational,5,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 06:26:00
4403,16 Rue Molitor,3,3,0,0,1,operational,Paris,paris-molitor-16,STATION,75016,operational,3,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 21:06:00
4404,11 rue Henri Say,5,5,1,0,0,nonexistent,AsniÃ¨res-sur-Seine,asnieressurseine-henrisay-11,STATION,92600,operational,0,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 04:35:00
4405,143 Avenue Ãmile Zola,5,5,0,0,0,operational,Paris,paris-emilezola-143,STATION,75015,operational,0,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 09:44:00
4406,30 rue Marcel Bontemps,0,0,0,0,0,nonexistent,Boulogne-Billancourt,boulognebillancourt-marcelbontemps-30,STATION,92100,operational,6,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 13:39:00
4407,26 avenue Trudaine,0,0,0,0,1,operational,Paris,paris-trudaine-26,SPACE,75009,operational,5,full_station,ok,operational,2018-04-06 00:00:00,2020-05-29 06:33:00
4408,10 Rue Sadi Carnot,5,5,0,0,0,nonexistent,AsniÃ¨res-sur-Seine,asnieressurseine-sadicarnot-10,STATION,92600,operational,1,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 05:47:00
4409,49 avenue de l'Arche,3,3,0,0,0,nonexistent,Courbevoie,courbevoie-arche-49,STATION,92400,operational,0,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 04:07:00
4410,28 Avenue du MarÃ©chal Joffre,5,5,0,0,0,nonexistent,Nanterre,nanterre-marechaljoffre-28,STATION,92000,operational,0,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 22:46:00
4411,58 Rue Monge,0,0,0,0,1,operational,Paris,paris-monge-58,STATION,75005,operational,5,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 04:50:00
4412,106 Boulevard Voltaire,4,4,0,0,0,operational,Paris,paris-voltaire-106,SPACE,75011,operational,1,full_station,ok,broken,2018-04-05 00:00:00,2020-05-29 03:23:00
4413,55 avenue de SÃ©gur,0,0,0,1,2,operational,Paris,paris-segur-55,STATION,75007,operational,5,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 21:49:00
4414,67 rue Louis Blanc,5,5,0,0,0,operational,Paris,paris-louisblanc-67,STATION,75010,operational,0,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 08:28:00
4415,116 rue Sadi Carnot,5,5,0,1,0,operational,Drancy,drancy-sadicarnot-116,STATION,93700,operational,0,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 14:48:00
4416,4 Avenue SecrÃ©tan,0,0,0,0,2,operational,Paris,paris-secretan-4,STATION,75019,operational,6,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 10:55:00
4417,12 rue Armengaud,1,1,0,0,0,operational,Saint-Cloud,saintcloud-armengaud-12,STATION,92220,operational,5,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 15:57:00
4418,16 rue de l'ArrivÃ©e,0,0,0,0,2,operational,Paris,paris-arrivee-16,STATION,75015,operational,6,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 01:13:00
4419,51 Rue EugÃ¨ne OudinÃ©,2,2,0,0,2,operational,Paris,paris-eugeneoudine-51,STATION,75013,operational,3,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 18:09:00
4420,38 avenue des Ternes,6,6,0,0,0,nonexistent,Paris,paris-ternes-parking,PARKING,75017,operational,0,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 06:08:00
4421,1 place de Finlande,4,4,0,0,0,nonexistent,Colombes,colombes-finlande-1,STATION,92700,operational,2,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 03:58:00
4422,56 avenue du MarÃ©chal de Lattre de Tassigny,1,1,0,0,0,nonexistent,CrÃ©teil,creteil-marechaldelattredetassigny-56,STATION,94000,operational,5,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 21:43:00
4423,3 Rue Henard,2,2,0,1,1,operational,Paris,paris-henard-3,STATION,75012,operational,2,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 03:56:00
4424,16 Rue Charles de Gaulle,2,2,0,0,0,nonexistent,Alfortville,alfortville-charlesdegaulle-16,STATION,94140,operational,0,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 00:36:00
4425,65 avenue Philippe Auguste,3,3,0,0,0,operational,Paris,paris-philippeauguste-65,STATION,75011,operational,1,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 06:03:00
4426,1 Rue Georges Corete,0,0,0,0,0,nonexistent,Gennevilliers,gennevilliers-georgescorete-1,SPACE,92230,broken,0,full_station,closed,broken,2018-04-04 00:00:00,2020-05-29 14:45:00
4427,6 place du PrÃ©sident Mithouard,6,6,0,0,0,operational,Paris,paris-mithouard-6,STATION,75007,operational,0,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 15:48:00
4428,16 avenue du GÃ©nÃ©ral Malleret,5,5,0,0,0,nonexistent,Alfortville,alfortville-malleret-16,SPACE,94140,operational,0,full_station,ok,operational,2018-04-09 00:00:00,2020-05-29 21:06:00
4429,8 avenue de Choisy,1,1,0,0,0,nonexistent,Paris,paris-choisy-8,STATION,75013,operational,0,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 02:41:00
4430,92 Rue des Orteaux,3,3,0,0,0,nonexistent,Paris,paris-orteaux-92,STATION,75020,operational,1,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 08:35:00
4431,38 ter rue du Mont ValÃ©rien,0,0,0,0,0,operational,Saint-Cloud,saintcloud-montvalerien-38,STATION,92210,operational,2,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 18:39:00
4432,46 rue de Turenne,0,0,0,0,1,operational,Paris,paris-turenne-46,STATION,75003,operational,3,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 17:02:00
4433,231 rue des PyrÃ©nÃ©es,1,1,0,0,0,nonexistent,Paris,paris-pyrenees-231,STATION,75020,operational,2,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 12:44:00
4434,120 boulevard Auguste Blanqui,6,6,0,0,0,operational,Paris,paris-augusteblanqui-120,STATION,75013,operational,0,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 02:57:00
4435,23 rue des Bernardins,0,0,0,0,2,operational,Paris,paris-bernardins-23,STATION,75005,operational,6,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 02:41:00
4436,1 avenue Dutuit,0,0,0,0,2,operational,Paris,paris-dutuit-1,STATION,75008,operational,5,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 02:00:00
4437,1 rue des Nonnains d'HyÃ¨res,0,0,0,0,1,operational,Paris,paris-nonnainsdhyeres-1,STATION,75004,operational,5,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 02:49:00
4438,5 bis Rue du Capitaine Ferber,4,4,0,1,0,operational,Paris,paris-capitaineferber-5,STATION,75020,operational,1,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 06:18:00
4439,135 avenue de Verdun,2,2,0,0,0,nonexistent,Issy-les-Moulineaux,issylesmoulineaux-verdun-135,STATION,92130,operational,0,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 17:28:00
4440,2 rue Sibour,0,0,0,0,1,operational,Paris,paris-sibour-2,STATION,75010,operational,6,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 08:51:00
4441,77 Rue Jean Bleuzen,2,2,0,1,0,nonexistent,Vanves,vanves-jeanbleuzen-77,SPACE,92170,operational,3,full_station,ok,operational,2018-04-07 00:00:00,2020-05-29 11:18:00
4442,12 rue Henri Sainte-Claire DÃ©ville,2,2,0,0,0,nonexistent,Rueil-Malmaison,rueilmalmaison-henrisainteclairedeville-12,STATION,92500,operational,4,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 20:39:00
4443,31 Bis Rue du Faubourg Montmartre,0,0,0,0,0,nonexistent,Paris,paris-faubourgmontmartre-31,STATION,75009,operational,3,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 23:58:00
4444,22 rue de Lorraine,4,4,0,0,0,nonexistent,Paris,paris-lorraine-22,STATION,75019,operational,0,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 08:12:00
4445,79 rue du Chevaleret,1,1,0,0,1,operational,Paris,paris-chevaleret-79,STATION,75013,operational,4,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 01:51:00
